Date,Close
2015-01-01,150.06728176098068
2015-01-02,151.93981344200634
2015-01-05,151.63571433962207
2015-01-06,151.27748562635662
2015-01-07,151.36736343102552
2015-01-08,149.69362089447176
2015-01-09,150.63080672834377
2015-01-12,152.26281505716156
2015-01-13,151.53116349530302
2015-01-14,153.90656152394743
2015-01-15,152.0029972793421
2015-01-16,152.06395505523048
2015-01-19,152.70938551291496
2015-01-20,153.98679364132255
2015-01-21,152.8885819051144
2015-01-22,154.12380788192462
2015-01-23,153.39618194659508
2015-01-26,153.67110331493805
2015-01-27,153.9870320446396
2015-01-28,153.15824779975847
2015-01-29,156.30208779590163
2015-01-30,154.03897321484536
2015-02-02,154.52994647325536
2015-02-03,155.85074633844488
2015-02-04,156.37456665456546
2015-02-05,155.0553538708685
2015-02-06,156.19172055752634
2015-02-09,156.59222410296059
2015-02-10,157.19419844084487
2015-02-11,154.83929553755829
2015-02-12,155.96904026396575
2015-02-13,155.6882122361801
2015-02-16,155.53245187461863
2015-02-17,157.055656307969
2015-02-18,155.1912886427444
2015-02-19,157.59233119365246
2015-02-20,156.47361045785397
2015-02-23,157.35789375373108
2015-02-24,158.38583612968296
2015-02-25,156.54636554321274
2015-02-26,157.27236958323346
2015-02-27,158.19404396073267
2015-03-02,158.74541622718885
2015-03-03,156.8742810735097
2015-03-04,156.49580750838118
2015-03-05,158.1919844215865
2015-03-06,158.20803176051405
2015-03-09,159.3689411522395
2015-03-10,158.8301627013355
2015-03-11,157.0407553106703
2015-03-12,158.2677551192564
2015-03-13,157.96898710706063
2015-03-16,160.10112349716607
2015-03-17,159.42263262936476
2015-03-18,160.2799663315082
2015-03-19,158.216447944282
2015-03-20,158.6720456601821
2015-03-23,158.934256645129
2015-03-24,160.0390334339945
2015-03-25,158.71019339662755
2015-03-26,160.90818540678472
2015-03-27,159.77033481655894
2015-03-30,161.49482011974996
2015-03-31,159.69158232725977
2015-04-01,157.88661131208943
2015-04-02,159.73117636471775
2015-04-03,159.69259212874258
2015-04-06,160.1290922851333
2015-04-07,159.51283908502185
2015-04-08,159.92017732882576
2015-04-09,159.63882185608927
2015-04-10,160.19468818556354
2015-04-13,159.87409720883926
2015-04-14,159.36066872669738
2015-04-15,157.81596082881612
2015-04-16,162.58202354830837
2015-04-17,159.71570713606962
2015-04-20,160.22951387273082
2015-04-21,160.685793683477
2015-04-22,159.0695856194511
2015-04-23,160.3317865921267
2015-04-24,159.95003836868347
2015-04-27,159.64539999445063
2015-04-28,159.00875811610555
2015-04-29,159.69677416315736
2015-04-30,159.66395143619945
2015-05-01,160.18737293404428
2015-05-04,158.5580212585802
2015-05-05,159.42468964694785
2015-05-06,158.09194583258306
2015-05-07,157.41100621211615
2015-05-08,159.14957036314718
2015-05-11,159.15613218057442
2015-05-12,158.30210814442242
2015-05-13,157.95300896386553
2015-05-14,157.3994188236054
2015-05-15,159.09675461592644
2015-05-18,157.99342336949996
2015-05-19,156.2267832686616
2015-05-20,157.98652552226395
2015-05-21,156.9145193132775
2015-05-22,156.23147097767406
2015-05-25,157.37145353028473
2015-05-26,157.6630248630946
2015-05-27,155.59598398212347
2015-05-28,156.2021559608886
2015-05-29,156.72441487691975
2015-06-01,158.10986559722835
2015-06-02,156.58477021139373
2015-06-03,155.65896844502691
2015-06-04,156.3522799239217
2015-06-05,156.77146162967696
2015-06-08,156.5672251329609
2015-06-09,156.69529460642306
2015-06-10,155.0076316798589
2015-06-11,156.32764600167116
2015-06-12,154.66533548319677
2015-06-15,154.70924079033134
2015-06-16,155.184159413113
2015-06-17,155.11905037095937
2015-06-18,155.72176716473078
2015-06-19,154.78146988404055
2015-06-22,153.0688773079433
2015-06-23,155.153720581908
2015-06-24,155.50602533913838
2015-06-25,153.24692740581426
2015-06-26,153.27293837836294
2015-06-29,153.8193782690992
2015-06-30,154.00255407185062
2015-07-01,153.40513523815125
2015-07-02,153.80389259473162
2015-07-03,151.94549374954548
2015-07-06,152.02955720054382
2015-07-07,154.65542203024143
2015-07-08,151.28120372564655
2015-07-09,153.11762495401348
2015-07-10,153.32111332844508
2015-07-13,152.7311470991688
2015-07-14,152.97869002008994
2015-07-15,150.76504527198077
2015-07-16,151.44116142238732
2015-07-17,152.97493099998536
2015-07-20,151.76103774179575
2015-07-21,151.607431352319
2015-07-22,149.5096021051836
2015-07-23,150.2834894965638
2015-07-24,152.60061193613927
2015-07-27,149.49419691996852
2015-07-28,152.1963711284023
2015-07-29,148.90736072110403
2015-07-30,149.120949204242
2015-07-31,149.87707617956684
2015-08-03,149.8901610508353
2015-08-04,149.31713222166056
2015-08-05,149.150361666929
2015-08-06,150.83094060121022
2015-08-07,150.4247696472238
2015-08-10,148.15614131674062
2015-08-11,146.6309402131552
2015-08-12,149.26748377879252
2015-08-13,148.60677876596358
2015-08-14,148.54465348926803
2015-08-17,147.00793219222936
2015-08-18,147.79395412973065
2015-08-19,148.92126593913446
2015-08-20,147.96242405468593
2015-08-21,148.8309797362449
2015-08-24,149.1788274152211
2015-08-25,147.2271648225266
2015-08-26,148.67327261435173
2015-08-27,148.51685907580386
2015-08-28,150.11470641412052
2015-08-31,148.41702656453265
2015-09-01,148.17704259092062
2015-09-02,147.4515737193652
2015-09-03,147.91782753005953
2015-09-04,147.22575812607838
2015-09-07,147.59086419470876
2015-09-08,148.2768119597107
2015-09-09,147.13202193080264
2015-09-10,148.23421662773308
2015-09-11,149.2272969992229
2015-09-14,147.90677956149167
2015-09-15,147.2643505696729
2015-09-16,146.74363144895617
2015-09-17,145.9098707736373
2015-09-18,150.95372573390915
2015-09-21,147.31385165158153
2015-09-22,148.0273508574522
2015-09-23,149.02793206926142
2015-09-24,148.06727345159786
2015-09-25,145.77637003366203
2015-09-28,148.9296736172705
2015-09-29,146.25953316569044
2015-09-30,147.26731471618615
2015-10-01,148.70477730821275
2015-10-02,148.68700340051865
2015-10-05,149.36976704165866
2015-10-06,146.99202711419753
2015-10-07,147.87938393821364
2015-10-08,147.92979410808493
2015-10-09,148.2378638892827
2015-10-12,149.19381110631898
2015-10-13,146.76590100852556
2015-10-14,149.38262552468822
2015-10-15,148.8013879457311
2015-10-16,148.88316644118754
2015-10-19,149.30519970786833
2015-10-20,149.39413550124922
2015-10-21,148.0191941510631
2015-10-22,150.0535410288139
2015-10-23,150.46277646499658
2015-10-26,149.4401594723191
2015-10-27,149.73969183138865
2015-10-28,149.99313847942113
2015-10-29,150.7279757174296
2015-10-30,151.25724883389654
2015-11-02,148.28501200653906
2015-11-03,148.57294402518474
2015-11-04,151.26437381914346
2015-11-05,151.707102575613
2015-11-06,150.7027882320535
2015-11-09,152.4791356288481
2015-11-10,150.96687005377447
2015-11-11,150.8168031778793
2015-11-12,150.1111777184682
2015-11-13,151.75941056485726
2015-11-16,152.39863063919302
2015-11-17,152.50980729032233
2015-11-18,154.52271372592577
2015-11-19,153.19343945998563
2015-11-20,152.7080767474156
2015-11-23,152.88030820661766
2015-11-24,154.22224332069376
2015-11-25,152.98831345183748
2015-11-26,154.1400582621579
2015-11-27,152.91509504168883
2015-11-30,154.03808240050589
2015-12-01,153.87430133179973
2015-12-02,153.31519509586266
2015-12-03,152.80352973703327
2015-12-04,155.6089006819198
2015-12-07,154.8139115973516
2015-12-08,154.87407611131368
2015-12-09,156.78967444865089
2015-12-10,155.6980398244581
2015-12-11,155.4237654181901
2015-12-14,154.5914817127838
2015-12-15,156.6290431430447
2015-12-16,159.31649767296997
2015-12-17,158.44600229706973
2015-12-18,156.96455427552652
2015-12-21,155.93243243296627
2015-12-22,158.63650164265033
2015-12-23,158.62293452684307
2015-12-24,158.90104963442423
2015-12-25,158.86781480799536
2015-12-28,158.44301181412098
2015-12-29,157.88586589544556
2015-12-30,158.79127908659106
2015-12-31,159.43593478422454
2016-01-01,159.45539268117358
2016-01-04,158.96297037924356
2016-01-05,161.2595069573051
2016-01-06,161.0104779748798
2016-01-07,161.1037635360973
2016-01-08,161.22560907717335
2016-01-11,160.04086376612938
2016-01-12,162.7469253977546
2016-01-13,160.9194917428015
2016-01-14,160.81332648144974
2016-01-15,161.03103063693217
2016-01-18,162.00700654997434
2016-01-19,162.77494915353338
2016-01-20,162.52331923911956
2016-01-21,163.8181350472609
2016-01-22,163.06700231205832
2016-01-25,162.800817831616
2016-01-26,164.22954818824738
2016-01-27,162.6953076373391
2016-01-28,163.50091128449642
2016-01-29,164.82922218501133
2016-02-01,163.39782422613658
2016-02-02,163.00999700067138
2016-02-03,162.59937300560046
2016-02-04,163.67226328113335
2016-02-05,163.5088339739856
2016-02-08,164.3621215801514
2016-02-09,164.6788513546008
2016-02-10,164.34727026055256
2016-02-11,166.11611061245836
2016-02-12,164.35290445697592
2016-02-15,164.80949144355642
2016-02-16,166.0926599958483
2016-02-17,165.63411699649765
2016-02-18,165.1305481814492
2016-02-19,165.17420869335513
2016-02-22,165.25301052037673
2016-02-23,166.5365044682973
2016-02-24,165.65227558044526
2016-02-25,167.79373391339365
2016-02-26,168.16772806449706
2016-02-29,165.90257110263494
2016-03-01,166.10840460830468
2016-03-02,167.25390808682536
2016-03-03,168.68467268533465
2016-03-04,166.92322588939442
2016-03-07,168.0934260902714
2016-03-08,168.00265727023603
2016-03-09,165.8978231879856
2016-03-10,165.97044418893742
2016-03-11,166.98426972745736
2016-03-14,165.51876146490048
2016-03-15,166.9929444341917
2016-03-16,166.19412512828134
2016-03-17,166.57441136057895
2016-03-18,167.17376410169817
2016-03-21,167.9439656477576
2016-03-22,167.91430841091258
2016-03-23,166.39618345424122
2016-03-24,166.6620705108364
2016-03-25,168.5632620178366
2016-03-28,167.58253083611456
2016-03-29,167.96198961718875
2016-03-30,166.57331554141973
2016-03-31,169.79820297042048
2016-04-01,169.19478347553328
2016-04-04,168.60528420864236
2016-04-05,166.4258351698466
2016-04-06,166.63409404690464
2016-04-07,166.98872964628308
2016-04-08,165.92069980984792
2016-04-11,169.29082162052205
2016-04-12,167.60990523759054
2016-04-13,166.57766363918586
2016-04-14,166.66676357466054
2016-04-15,167.49032764781316
2016-04-18,167.1238853768895
2016-04-19,166.9391493372286
2016-04-20,167.3114391291084
2016-04-21,167.6192422287803
2016-04-22,167.03820893820605
2016-04-25,166.70615459462522
2016-04-26,165.55971489529804
2016-04-27,164.41159395255326
2016-04-28,165.58420958823933
2016-04-29,165.95445643649953
2016-05-02,167.9794577339052
2016-05-03,166.0756944944931
2016-05-04,165.21876617171444
2016-05-05,166.21818713525226
2016-05-06,164.86660030414942
2016-05-09,164.53727332973133
2016-05-10,166.0652740628182
2016-05-11,166.8875788301776
2016-05-12,165.44148826697608
2016-05-13,165.0613849717415
2016-05-16,164.54650358883927
2016-05-17,164.02127283876476
2016-05-18,164.21640906293342
2016-05-19,162.72047410337396
2016-05-20,164.1088412564229
2016-05-23,164.89428728808085
2016-05-24,163.67608750275866
2016-05-25,164.24064415586287
2016-05-26,163.891674457694
2016-05-27,162.82410110077382
2016-05-30,163.88991454600514
2016-05-31,163.67001350945077
2016-06-01,163.41563857004417
2016-06-02,164.46597347476165
2016-06-03,163.7281411624552
2016-06-06,161.8515053013818
2016-06-07,161.21676563600954
2016-06-08,161.67015506118128
2016-06-09,161.2264875130118
2016-06-10,161.63148328320693
2016-06-13,161.66683684467276
2016-06-14,161.45253344294696
2016-06-15,160.9165207285456
2016-06-16,161.65437515800465
2016-06-17,161.86532512075854
2016-06-20,160.07574463743748
2016-06-21,160.82165812074857
2016-06-22,159.5985834309914
2016-06-23,161.5063844611951
2016-06-24,159.31181522996684
2016-06-27,161.77288062098893
2016-06-28,158.99180279400906
2016-06-29,160.0544061834006
2016-06-30,159.9421169181824
2016-07-01,159.49968985600472
2016-07-04,159.57173616516855
2016-07-05,158.28445718931874
2016-07-06,158.2542717376614
2016-07-07,157.60083433237003
2016-07-08,158.04922766872085
2016-07-11,159.80655629544734
2016-07-12,156.4825299698643
